;;INE PADRON;;;;;;AGENCIA TRIBUTARIA;
PROVINCIA;NOMBRE;POB19;HOMBRES;MUJERES;POB05;POB10;POB15;RENTA_BRUTA_MEDIA;RENTA_BRUTA_DISPONIBLE
Asturias;Cangas de Onís;6163;2997;3166;6,574;6756;6498;0;0
Asturias;Cangas del Narcea;12347;6070;6277;15,672;14445;13451;0;0
Asturias;Caravia;477;246;231;555;533;501;0;0
Asturias;Carreño;10337;4977;5360;10,716;11000;10704;24492;20179
Asturias;Caso;1507;873;634;1,997;1848;1663;17643;15193
Asturias;Castrillón;22376;10849;11527;22,932;22832;22735;24706;20331
Asturias;Castropol;3402;1661;1741;3,998;3807;3638;1807;15596
Asturias;Coaña;3315;1607;1708;3,522;3464;3419;22318;1865
Asturias;Colunga;3257;1599;1658;3,882;3778;3518;18601;15869
Asturias;Corvera de Asturias;15549;7622;7927;15,769;16109;16088;0;0
Asturias;Cudillero;4987;2448;2539;5,976;5763;5210;2037;17144
Asturias;Degaña;921;478;443;1,350;1223;1082;27673;22372
Asturias;Franco, El;3796;1865;1931;0;0;3859;0;0
Asturias;Gijón;271780;128128;143652;273,931;277198;274290;26963;21899
Asturias;Gozón;10333;5047;5286;10,674;10788;10588;24036;19851
Asturias;Grado;9784;4746;5038;11,128;11003;10309;2117;17723
Asturias;Grandas de Salime;835;426;409;1,186;1036;927;0;0
Asturias;Ibias;1251;718;533;1,903;1698;1473;19432;16469
Asturias;Illano;346;173;173;552;465;389;0;0
Asturias;Illas;1014;512;502;1,036;1004;1030;2293;19111
Asturias;Langreo;39420;18787;20633;46,558;45397;41738;24623;2039
Asturias;Laviana;12977;6214;6763;14,419;14160;13582;25013;20561
Asturias;Lena;10890;5223;5667;13,276;12705;11654;25081;20421
Asturias;Llanera;13702;6792;6910;13,283;13919;13904;26214;21123
Asturias;Llanes;13568;6584;6984;13,169;13950;13694;20024;16991
Asturias;Mieres;37959;18015;19944;352;43688;40338;25567;21041
Asturias;Morcín;2594;1303;1291;3,016;2921;2746;27046;21668
Asturias;Muros de Nalón;1871;898;973;2,017;1959;1883;0;0
Asturias;Nava;5321;2616;2705;5,455;5635;5411;2211;1862
Asturias;Navia;8380;4033;4347;9,058;9085;8644;23043;19253
Asturias;Noreña;5179;2478;2701;4,763;5470;5333;24539;20238
Asturias;Onís;743;402;341;846;797;763;0;0
Asturias;Oviedo;219686;101732;117954;212,174;225155;221870;16765;14695
Asturias;Parres;5336;2588;2748;5,736;5804;5490;19317;16704
Asturias;Peñamellera Alta;514;271;243;670;607;559;0;0
Asturias;Peñamellera Baja;1226;606;620;1,470;1326;1291;0;0
Asturias;Pesoz;147;82;65;218;184;172;0;0
Asturias;Piloña;6973;3436;3537;8,440;7994;7412;1783;15351
Asturias;Ponga;586;343;243;699;678;655;0;0
Asturias;Pravia;8113;3918;4195;9,200;9012;8667;20891;17552
Asturias;Proaza;744;431;313;810;814;786;0;0
Asturias;Quirós;1158;671;487;1,465;1341;1250;19323;16584
Asturias;Regueras, Las;1826;941;885;0;0;1934;0;0
Asturias;Ribadedeva;1756;848;908;1,901;1865;1836;17709;1518
Asturias;Ribadesella;5746;2731;3015;6,205;6301;5904;21245;18151
Asturias;Ribera de Arriba;1854;926;928;1,968;1989;1890;0;0
Asturias;Riosa;1858;931;927;2,362;2187;2061;24706;20331
Asturias;Salas;4959;2449;2510;6,310;5886;5371;18219;15549
Asturias;San Martín de Oscos;377;193;184;469;433;422;0;0
Asturias;San Martín del Rey Aurelio;16074;7688;8386;19,698;18549;17182;0;0
Asturias;San Tirso de Abres;410;203;207;620;542;473;0;0
Asturias;Santa Eulalia de Oscos;450;234;216;550;501;471;0;0
Asturias;Santo Adriano;288;144;144;280;248;263;0;0
Asturias;Sariego;1252;604;648;1,364;1322;1276;21257;17771
Asturias;Siero;51667;25255;26412;48,991;51730;52191;24703;20193
Asturias;Sobrescobio;811;433;378;873;898;855;0;0
Asturias;Somiedo;1153;676;477;1,570;1410;1231;15876;13768
Asturias;Soto del Barco;3866;1916;1950;4,162;4056;3978;0;0
Asturias;Tapia de Casariego;3786;1841;1945;4,290;4121;3906;0;0
Asturias;Taramundi;623;297;326;828;733;698;0;0
Asturias;Teverga;1572;856;716;2,035;1932;1768;21768;18107
Asturias;Tineo;9389;4748;4641;12,071;11018;10128;18786;16084
Asturias;Valdés;11504;5619;5885;14,205;13371;12421;18161;15574
Asturias;Vegadeo;3926;1884;2042;4,438;4222;3960;1781;15394
Asturias;Villanueva de Oscos;292;146;146;404;388;310;0;0
Asturias;Villaviciosa;14439;7146;7293;14,360;14840;14690;21285;17889
Asturias;Villayón;1206;623;583;1,771;1543;1366;15519;13592
Asturias;Yernes y Tameza;132;73;59;197;170;159;0;0
Ávila;Adanero;196;111;85;363;283;231;0;0
Ávila;Adrada, La;2480;1286;1194;0;0;2640;0;0
Ávila;Albornos;183;98;85;239;235;205;0;0
Ávila;Aldeanueva de Santa Cruz;118;62;56;172;146;123;0;0
Ávila;Aldeaseca;238;116;122;301;251;262;0;0
Ávila;Aldehuela, La;162;83;79;0;0;173;0;0
Ávila;Amavida;132;70;62;187;177;147;0;0
Ávila;Arenal, El;973;497;476;0;0;1011;0;0
Ávila;Arenas de San Pedro;6377;3105;3272;6,656;6816;6671;0;0
Ávila;Arevalillo;73;35;38;121;117;92;0;0
Ávila;Arévalo;7986;3877;4109;7,745;8114;8172;22486;18771
Ávila;Aveinte;86;50;36;109;100;84;0;0
Ávila;Avellaneda;24;14;10;37;26;29;0;0
Ávila;Ávila;57744;27474;30270;52,612;58245;58358;0;0
Ávila;Barco de Ávila, El;2312;1123;1189;0;0;2576;0;0
Ávila;Barraco, El;1861;955;906;0;0;1968;0;0
Ávila;Barromán;185;100;85;233;217;196;0;0
Ávila;Becedas;196;105;91;345;286;236;0;0
Ávila;Becedillas;84;46;38;150;122;103;0;0
Ávila;Bercial de Zapardiel;200;106;94;267;254;221;0;0
Ávila;Berlanas, Las;319;168;151;0;0;330;0;0
Ávila;Bernuy-Zapardiel;102;60;42;182;145;131;0;0
Ávila;Berrocalejo de Aragona;46;24;22;52;50;51;0;0
Ávila;Blascomillán;193;103;90;256;223;197;0;0
Ávila;Blasconuño de Matacabras;16;8;8;21;18;15;0;0
Ávila;Blascosancho;105;53;52;133;124;117;0;0
Ávila;Bohodón, El;120;60;60;0;0;129;0;0
Ávila;Bohoyo;237;135;102;414;339;304;0;0
Ávila;Bonilla de la Sierra;120;71;49;160;132;129;0;0
Ávila;Brabos;46;29;17;65;58;49;0;0
Ávila;Bularros;66;43;23;96;85;69;0;0
Ávila;Burgohondo;1195;622;573;1,209;1279;1228;15566;13644
Ávila;Cabezas de Alambre;157;78;79;196;182;168;0;0
Ávila;Cabezas del Pozo;75;41;34;114;95;88;0;0
Ávila;Cabezas del Villar;260;142;118;414;342;261;0;0
Ávila;Cabizuela;84;43;41;131;117;98;0;0
Ávila;Canales;45;25;20;54;53;56;0;0
Ávila;Candeleda;5018;2536;2482;5,047;5221;5104;1553;13654
Ávila;Cantiveros;103;59;44;176;146;126;0;0
Ávila;Cardeñosa;447;240;207;527;525;454;0;0
Ávila;Carrera, La;175;96;79;0;0;201;0;0
Ávila;Casas del Puerto;89;47;42;108;115;100;0;0
Ávila;Casasola;75;45;30;127;101;78;0;0
Ávila;Casavieja;1424;736;688;1,496;1568;1507;14709;12895
Ávila;Casillas;638;334;304;823;850;704;0;0
Ávila;Castellanos de Zapardiel;97;54;43;141;103;97;0;0
Ávila;Cebreros;3120;1614;1506;3,216;3444;3232;17661;15334
Ávila;Cepeda la Mora;74;42;32;108;96;85;0;0
Ávila;Chamartín;76;45;31;100;89;92;0;0
Ávila;Cillán;93;56;37;129;119;110;0;0
Ávila;Cisla;102;50;52;175;150;118;0;0
Ávila;Colilla, La;336;175;161;0;0;331;0;0
Ávila;Collado de Contreras;168;85;83;250;215;192;0;0
Ávila;Collado del Mirón;32;21;11;58;43;35;0;0
Ávila;Constanzana;108;63;45;162;123;116;0;0
Ávila;Crespos;495;265;230;626;571;526;0;0
Ávila;Cuevas del Valle;484;267;217;565;537;516;0;0
Ávila;Diego del Carpio;139;79;60;238;185;161;0;0
Ávila;Donjimeno;78;44;34;120;103;82;0;0
Ávila;Donvidas;34;18;16;67;44;37;0;0
Ávila;Espinosa de los Caballeros;114;62;52;112;111;102;0;0
Ávila;Flores de Ávila;306;168;138;394;362;320;0;0
Ávila;Fontiveros;748;387;361;936;856;770;0;0
Ávila;Fresnedilla;116;58;58;100;116;131;0;0
Ávila;Fresno, El;589;310;279;0;0;601;0;0
Ávila;Fuente el Saúz;170;91;79;252;252;182;0;0
Ávila;Fuentes de Año;100;58;42;164;153;126;0;0
Ávila;Gallegos de Altamiros;70;39;31;94;61;72;0;0
Ávila;Gallegos de Sobrinos;42;21;21;92;77;56;0;0
Ávila;Garganta del Villar;39;27;12;57;49;40;0;0
Ávila;Gavilanes;586;312;274;695;629;619;0;0
Ávila;Gemuño;156;81;75;182;166;169;0;0
Ávila;Gil García;35;17;18;51;39;43;0;0
Ávila;Gilbuena;64;37;27;97;88;73;0;0
Ávila;Gimialcón;75;47;28;103;97;85;0;0
Ávila;Gotarrendura;162;56;106;190;174;164;0;0
Ávila;Grandes y San Martín;27;13;14;45;36;30;0;0
Ávila;Guisando;497;249;248;619;596;534;0;0
Ávila;Gutierre-Muñoz;78;39;39;119;94;90;0;0
Ávila;Hernansancho;159;93;66;214;202;184;0;0
Ávila;Herradón de Pinares;413;228;185;541;549;549;0;0
Ávila;Herreros de Suso;126;69;57;192;171;145;0;0
Ávila;Higuera de las Dueñas;262;148;114;311;329;302;0;0
Ávila;Hija de Dios, La;80;49;31;0;0;82;0;0
Ávila;Horcajada, La;508;265;243;0;0;525;0;0
Ávila;Horcajo de las Torres;505;281;224;695;619;556;0;0
Ávila;Hornillo, El;290;153;137;0;0;317;0;0
Ávila;Hoyo de Pinares, El;2131;1101;1030;0;0;2308;0;0
Ávila;Hoyocasero;293;173;120;359;332;369;0;0
Ávila;Hoyorredondo;63;33;30;108;87;77;0;0
Ávila;Hoyos de Miguel Muñoz;28;15;13;49;40;35;0;0
Ávila;Hoyos del Collado;33;19;14;40;37;33;0;0
Ávila;Hoyos del Espino;383;211;172;449;452;364;0;0
Ávila;Hurtumpascual;51;32;19;99;79;62;0;0
Ávila;Junciana;38;20;18;85;76;53;0;0
Ávila;Langa;478;253;225;570;539;520;0;0
Ávila;Lanzahíta;828;423;405;967;946;905;0;0
Ávila;Llanos de Tormes, Los;60;27;33;0;0;82;0;0
Ávila;Losar del Barco, El;105;53;52;0;0;109;0;0
Ávila;Madrigal de las Altas Torres;1415;717;698;1,825;1680;1524;0;0
Ávila;Maello;594;308;286;690;714;647;0;0
Ávila;Malpartida de Corneja;99;50;49;177;142;123;0;0
Ávila;Mamblas;204;117;87;262;228;220;0;0
Ávila;Mancera de Arriba;74;38;36;120;100;88;0;0
Ávila;Manjabálago y Ortigosa de Rioalmar;24;15;9;0;0;34;0;0
Ávila;Marlín;30;19;11;40;39;37;0;0
Ávila;Martiherrero;312;158;154;281;297;307;0;0
Ávila;Martínez;116;60;56;190;162;139;0;0
Ávila;Mediana de Voltoya;112;55;57;109;109;106;0;0
Ávila;Medinilla;95;43;52;167;144;112;0;0
Ávila;Mengamuñoz;59;29;30;68;66;63;0;0
Ávila;Mesegar de Corneja;62;36;26;97;78;75;0;0
Ávila;Mijares;701;383;318;874;818;767;0;0
Ávila;Mingorría;387;204;183;466;437;407;0;0
Ávila;Mirón, El;122;72;50;0;0;134;0;0
Ávila;Mironcillo;102;53;49;133;112;101;0;0
Ávila;Mirueña de los Infanzones;95;54;41;150;125;98;0;0
Ávila;Mombeltrán;991;507;484;1,141;1161;1171;17436;15144
Ávila;Monsalupe;71;36;35;68;58;72;0;0
Ávila;Moraleja de Matacabras;52;30;22;63;50;47;0;0
Ávila;Muñana;375;201;174;550;511;435;0;0
Ávila;Muñico;89;47;42;129;123;111;0;0
Ávila;Muñogalindo;326;167;159;431;400;374;0;0
Ávila;Muñogrande;66;38;28;93;77;63;0;0
Ávila;Muñomer del Peco;118;64;54;126;147;131;0;0
Ávila;Muñopepe;100;56;44;112;101;112;0;0
Ávila;Muñosancho;92;44;48;138;121;104;0;0
Ávila;Muñotello;62;31;31;104;89;64;0;0
Ávila;Narrillos del Álamo;72;37;35;128;101;85;0;0
Ávila;Narrillos del Rebollar;48;27;21;64;51;56;0;0
Ávila;Narros de Saldueña;103;61;42;146;138;110;0;0
Ávila;Narros del Castillo;155;85;70;206;181;180;0;0
Ávila;Narros del Puerto;24;12;12;43;41;27;0;0
Ávila;Nava de Arévalo;735;386;349;932;870;801;0;0
Ávila;Nava del Barco;84;45;39;139;121;108;0;0
Ávila;Navacepedilla de Corneja;92;46;46;145;106;109;0;0
Ávila;Navadijos;37;25;12;54;57;38;0;0
Ávila;Navaescurial;51;31;20;74;59;60;0;0
Ávila;Navahondilla;304;178;126;248;325;335;0;0
Ávila;Navalacruz;247;137;110;265;272;259;0;0
Ávila;Navalmoral;326;175;151;480;438;353;0;0
Ávila;Navalonguilla;226;114;112;389;316;264;0;0
Ávila;Navalosa;308;173;135;442;376;333;0;0
Ávila;Navalperal de Pinares;770;401;369;1,003;1048;867;0;0
Ávila;Navalperal de Tormes;82;42;40;127;113;98;0;0
Ávila;Navaluenga;1954;970;984;2,143;2207;2017;18528;15962
Ávila;Navaquesera;16;8;8;42;32;26;0;0
Ávila;Navarredonda de Gredos;434;217;217;474;485;473;0;0
Ávila;Navarredondilla;172;87;85;274;253;217;0;0
Ávila;Navarrevisca;261;146;115;384;333;307;0;0
Ávila;Navas del Marqués, Las;5119;2608;2511;0;0;5420;0;0
Ávila;Navatalgordo;233;133;100;298;266;239;0;0
Ávila;Navatejares;55;25;30;78;80;54;0;0
Ávila;Neila de San Miguel;65;34;31;100;90;73;0;0
Ávila;Niharra;180;104;76;187;154;172;0;0
Ávila;Ojos-Albos;82;50;32;60;59;67;0;0
Ávila;Orbita;75;39;36;96;101;80;0;0
Ávila;Oso, El;160;92;68;0;0;176;0;0
Ávila;Padiernos;271;149;122;223;256;292;0;0
Ávila;Pajares de Adaja;149;81;68;178;194;191;0;0
Ávila;Palacios de Goda;400;207;193;480;449;418;0;0
Ávila;Papatrigo;226;113;113;294;269;253;0;0
Ávila;Parral, El;67;36;31;0;0;79;0;0
Ávila;Pascualcobo;45;29;16;45;40;39;0;0
Ávila;Pedro Bernardo;817;432;385;1,186;1013;921;0;0
Ávila;Pedro-Rodríguez;134;71;63;215;211;158;0;0
Ávila;Peguerinos;272;155;117;331;323;312;0;0
Ávila;Peñalba de Ávila;102;55;47;126;127;114;0;0
Ávila;Piedrahíta;1822;882;940;1,980;2073;1884;19612;16697
Ávila;Piedralaves;2061;1024;1037;2,154;2194;2208;17484;15232
Ávila;Poveda;42;27;15;80;66;50;0;0
Ávila;Poyales del Hoyo;453;242;211;608;620;557;0;0
Ávila;Pozanco;49;30;19;52;65;53;0;0
Ávila;Pradosegar;124;62;62;185;157;139;0;0
Ávila;Puerto Castilla;106;64;42;144;113;116;0;0
Ávila;Rasueros;182;101;81;278;250;201;0;0
Ávila;Riocabado;140;79;61;188;184;150;0;0
Ávila;Riofrío;215;126;89;311;252;233;0;0
Ávila;Rivilla de Barajas;62;28;34;85;78;67;0;0
Ávila;Salobral;113;62;51;117;124;110;0;0
Ávila;Salvadiós;73;34;39;103;93;80;0;0
Ávila;San Bartolomé de Béjar;37;19;18;56;45;42;0;0
Ávila;San Bartolomé de Corneja;46;23;23;75;65;54;0;0
Ávila;San Bartolomé de Pinares;541;294;247;691;634;597;0;0
Ávila;San Esteban de los Patos;31;20;11;33;26;34;0;0
Ávila;San Esteban de Zapardiel;37;23;14;57;57;41;0;0
Ávila;San Esteban del Valle;720;372;348;893;846;800;0;0
Ávila;San García de Ingelmos;75;47;28;133;113;82;0;0
Ávila;San Juan de Gredos;256;139;117;391;354;291;0;0
Ávila;San Juan de la Encinilla;82;40;42;124;102;90;0;0
Ávila;San Juan de la Nava;468;251;217;619;513;518;0;0
Ávila;San Juan del Molinillo;197;114;83;327;300;227;0;0
Ávila;San Juan del Olmo;97;61;36;147;126;112;0;0
Ávila;San Lorenzo de Tormes;31;17;14;54;59;42;0;0
Ávila;San Martín de la Vega del Alberche;168;97;71;259;210;181;0;0
Ávila;San Martín del Pimpollar;189;112;77;278;235;185;0;0
Ávila;San Miguel de Corneja;57;32;25;96;81;62;0;0
Ávila;San Miguel de Serrezuela;115;62;53;180;162;137;0;0
Ávila;San Pascual;44;26;18;47;49;43;0;0
Ávila;San Pedro del Arroyo;431;231;200;470;509;455;0;0
Ávila;San Vicente de Arévalo;169;99;70;225;203;190;0;0
Ávila;Sanchidrián;716;365;351;795;856;768;0;0
Ávila;Sanchorreja;84;42;42;127;100;91;0;0
Ávila;Santa Cruz de Pinares;159;83;76;201;184;157;0;0
Ávila;Santa Cruz del Valle;341;177;164;551;469;385;0;0
Ávila;Santa María de los Caballeros;66;39;27;115;98;79;0;0
Ávila;Santa María del Arroyo;105;55;50;115;105;114;0;0
Ávila;Santa María del Berrocal;392;208;184;509;482;391;0;0
Ávila;Santa María del Cubillo;317;183;134;378;340;337;0;0
Ávila;Santa María del Tiétar;445;232;213;479;619;526;0;0
Ávila;Santiago del Collado;173;110;63;254;209;183;0;0
Ávila;Santiago del Tormes;118;68;50;194;162;146;0;0
Ávila;Santo Domingo de las Posadas;86;44;42;100;101;78;0;0
Ávila;Santo Tomé de Zabarcos;65;35;30;101;104;71;0;0
Ávila;Serrada, La;117;60;57;0;0;110;0;0
Ávila;Serranillos;247;139;108;355;288;262;0;0
Ávila;Sigeres;46;23;23;73;62;53;0;0
Ávila;Sinlabajos;142;73;69;182;147;127;0;0
Ávila;Solana de Ávila;110;64;46;188;145;138;0;0
Ávila;Solana de Rioalmar;159;93;66;260;230;185;0;0
Ávila;Solosancho;827;437;390;1,022;953;905;0;0
Ávila;Sotalbo;256;141;115;273;262;218;0;0
Ávila;Sotillo de la Adrada;4590;2269;2321;4,191;4775;4652;0;0
Ávila;Tiemblo, El;4109;2086;2023;0;0;4231;0;0
Ávila;Tiñosillos;787;405;382;786;841;790;0;0
Ávila;Tolbaños;82;45;37;109;123;95;0;0
Ávila;Tormellas;40;26;14;87;71;55;0;0
Ávila;Tornadizos de Ávila;417;212;205;378;414;432;0;0
Ávila;Torre, La;239;132;107;0;0;273;0;0
Ávila;Tórtoles;51;30;21;104;82;64;0;0
Ávila;Umbrías;99;53;46;144;132;117;0;0
Ávila;Vadillo de la Sierra;60;39;21;113;89;70;0;0
Ávila;Valdecasa;61;36;25;88;75;77;0;0
Ávila;Vega de Santa María;83;41;42;128;98;94;0;0
Ávila;Velayos;211;109;102;249;243;234;0;0
Ávila;Villaflor;113;60;53;152;134;126;0;0
Ávila;Villafranca de la Sierra;134;77;57;162;152;134;0;0
Ávila;Villanueva de Ávila;226;118;108;300;250;239;0;0
Ávila;Villanueva de Gómez;115;65;50;143;151;142;0;0
Ávila;Villanueva del Aceral;118;59;59;159;159;139;0;0
Ávila;Villanueva del Campillo;101;56;45;161;123;100;0;0
Ávila;Villar de Corneja;33;19;14;67;50;41;0;0
Ávila;Villarejo del Valle;347;183;164;476;448;380;0;0
Ávila;Villatoro;162;94;68;237;202;184;0;0
Ávila;Viñegra de Moraña;57;32;25;81;63;49;0;0
Ávila;Vita;84;49;35;105;98;84;0;0
Ávila;Zapardiel de la Cañada;94;50;44;149;120;104;0;0
Ávila;Zapardiel de la Ribera;116;60;56;125;129;111;0;0
Badajoz;Acedera;807;416;391;859;818;816;0;0
Badajoz;Aceuchal;5449;2711;2738;5,422;5723;5471;15585;13485
Badajoz;Ahillones;871;430;441;1,107;1032;960;0;0
Badajoz;Alange;1848;935;913;2,020;2013;1914;14302;1281
Badajoz;Albuera, La;2028;1064;964;0;0;2046;0;0
Badajoz;Alburquerque;5343;2659;2684;5,639;5678;5486;14126;12512
Badajoz;Alconchel;1680;846;834;2,000;1932;1790;16115;14031
Badajoz;Alconera;744;366;378;747;728;747;0;0
Badajoz;Aljucén;264;146;118;247;242;240;0;0
Badajoz;Almendral;1232;606;626;1,361;1312;1296;14257;12723
Badajoz;Almendralejo;33474;16595;16879;29,889;33975;34265;19745;16622
Badajoz;Arroyo de San Serván;4107;2085;2022;4,083;4274;4175;0;0
Badajoz;Atalaya;301;154;147;336;330;302;0;0
Badajoz;Azuaga;7853;3893;3960;8,611;8303;8031;17;14811
Badajoz;Badajoz;150702;73078;77624;143,019;150376;149892;15127;13418
Badajoz;Barcarrota;3510;1777;1733;3,627;3709;3634;15276;13488
Badajoz;Baterno;283;151;132;362;355;318;0;0
Badajoz;Benquerencia de la Serena;829;413;416;972;938;888;0;0
Badajoz;Berlanga;2343;1165;1178;2,616;2486;2434;13735;12367
Badajoz;Bienvenida;2087;1071;1016;2,349;2332;2218;14544;13025
Badajoz;Bodonal de la Sierra;1049;542;507;1,174;1162;1081;0;0
Badajoz;Burguillos del Cerro;3057;1508;1549;3,196;3314;3179;0;0
Badajoz;Cabeza del Buey;4864;2407;2457;5,648;5395;5138;0;0
Badajoz;Cabeza la Vaca;1309;669;640;1,579;1463;1391;0;0
Badajoz;Calamonte;6162;3058;3104;6,128;6284;6330;15981;14149
Badajoz;Calera de León;960;486;474;1,095;1053;1014;0;0
Badajoz;Calzadilla de los Barros;755;375;380;851;845;845;0;0
Badajoz;Campanario;4896;2403;2493;5,529;5354;5150;15525;13586
Badajoz;Campillo de Llerena;1360;689;671;1,624;1485;1414;0;0
Badajoz;Capilla;182;96;86;193;179;191;0;0
Badajoz;Carmonita;540;274;266;627;573;561;0;0
Badajoz;Carrascalejo, El;83;42;41;0;0;71;0;0
Badajoz;Casas de Don Pedro;1439;745;694;1,624;1674;1560;0;0
Badajoz;Casas de Reina;196;95;101;193;208;199;0;0
Badajoz;Castilblanco;951;484;467;1,146;1156;1085;14312;12964
Badajoz;Castuera;5880;2898;2982;6,714;6521;6163;16614;14575
Badajoz;Cheles;1176;570;606;1,296;1261;1221;12873;11663
Badajoz;Codosera, La;2075;1097;978;0;0;2197;0;0
Badajoz;Cordobilla de Lácara;909;472;437;1,023;997;960;0;0
Badajoz;Coronada, La;2162;1057;1105;0;0;2195;0;0
Badajoz;Corte de Peleas;1222;602;620;1,256;1316;1312;0;0
Badajoz;Cristina;552;283;269;561;561;556;0;0
Badajoz;Don Álvaro;788;405;383;633;766;781;0;0
Badajoz;Don Benito;37151;18362;18789;33,392;36227;36971;0;0
Badajoz;Entrín Bajo;551;280;271;605;608;562;0;0
Badajoz;Esparragalejo;1462;722;740;1,550;1573;1489;1509;13348
Badajoz;Esparragosa de la Serena;1019;517;502;1,108;1075;1060;0;0
Badajoz;Esparragosa de Lares;925;451;474;1,066;1031;972;0;0
Badajoz;Feria;1144;559;585;1,391;1320;1209;13686;1221
Badajoz;Fregenal de la Sierra;4847;2377;2470;5,253;5203;4968;0;0
Badajoz;Fuenlabrada de los Montes;1845;908;937;1,967;1947;1921;0;0
Badajoz;Fuente de Cantos;4721;2335;2386;5,068;5048;4941;0;0
Badajoz;Fuente del Arco;688;353;335;754;763;709;0;0
Badajoz;Fuente del Maestre;6743;3349;3394;6,798;6946;6856;0;0
Badajoz;Fuentes de León;2302;1136;1166;2,674;2542;2415;0;0
Badajoz;Garbayuela;508;267;241;537;549;543;0;0
Badajoz;Garlitos;587;305;282;725;656;630;0;0
Badajoz;Garrovilla, La;2346;1166;1180;0;0;2453;0;0
Badajoz;Granja de Torrehermosa;2014;1001;1013;2,456;2352;2160;0;0
Badajoz;Guadiana del Caudillo;2485;1224;1261;0;0;2527;0;0
Badajoz;Guareña;6964;3495;3469;7,314;7300;7151;15753;13746
Badajoz;Haba, La;1243;626;617;0;0;1286;0;0
Badajoz;Helechosa de los Montes;647;363;284;775;721;716;0;0
Badajoz;Herrera del Duque;3482;1748;1734;3,695;3681;3686;0;0
Badajoz;Higuera de la Serena;948;494;454;1,115;1036;969;0;0
Badajoz;Higuera de Llerena;347;178;169;392;365;352;0;0
Badajoz;Higuera de Vargas;1955;982;973;2,184;2128;2020;0;0
Badajoz;Higuera la Real;2253;1132;1121;2,505;2483;2359;0;0
Badajoz;Hinojosa del Valle;483;231;252;557;547;514;0;0
Badajoz;Hornachos;3595;1807;1788;3,840;3875;3749;13729;1245
Badajoz;Jerez de los Caballeros;9303;4580;4723;9,776;9980;9615;0;0
Badajoz;Lapa, La;281;143;138;0;0;287;0;0
Badajoz;Llera;836;426;410;948;938;888;0;0
Badajoz;Llerena;5804;2878;2926;5,764;5982;5929;24696;20303
Badajoz;Lobón;2746;1408;1338;2,647;2797;2837;13826;12433
Badajoz;Magacela;530;272;258;648;596;552;0;0
Badajoz;Maguilla;974;480;494;1,132;1074;1007;12691;11532
Badajoz;Malcocinado;365;198;167;486;449;395;0;0
Badajoz;Malpartida de la Serena;556;290;266;719;662;599;0;0
Badajoz;Manchita;765;385;380;749;760;760;0;0
Badajoz;Medellín;2263;1132;1131;2,348;2343;2306;14645;13002
Badajoz;Medina de las Torres;1184;613;571;1,403;1330;1280;0;0
Badajoz;Mengabril;475;260;215;442;475;472;0;0
Badajoz;Mérida;59335;28918;30417;53,089;57127;58971;18672;15905
Badajoz;Mirandilla;1267;641;626;1,358;1376;1349;1447;12925
Badajoz;Monesterio;4226;2165;2061;4,413;4414;4306;16501;14343
Badajoz;Montemolín;1343;646;697;1,582;1511;1455;12926;11612
Badajoz;Monterrubio de la Serena;2372;1168;1204;2,904;2707;2490;0;0
Badajoz;Montijo;15457;7640;7817;15,620;16279;15789;16846;14645
Badajoz;Morera, La;715;365;350;0;0;736;0;0
Badajoz;Nava de Santiago, La;932;471;461;0;0;1005;0;0
Badajoz;Navalvillar de Pela;4424;2240;2184;4,782;4860;4671;0;0
Badajoz;Nogales;652;329;323;706;719;700;0;0
Badajoz;Oliva de la Frontera;5137;2571;2566;5,721;5573;5403;0;0
